timestamp,smoothed_head_x,smoothed_head_y,smoothed_head_z,smoothed_shoulder_x,smoothed_shoulder_y,smoothed_shoulder_z
1682116569.2526813,-0.06793821378478992,-0.006822893728256452,-0.04079844169502414,-0.07411857794809318,-0.002100408870219894,-0.014736845787496289
1682116569.2546635,-0.07457506402740466,-0.00580649758720414,-0.04204690803651964,-0.08415613302278502,0.0010265657601360445,-0.014804441029460151
1682116569.2582722,-0.07928412683258057,-0.006053226789474675,-0.007187630078841795,-0.09427187255907044,0.0027437616524699227,0.000334094422801412
1682116569.2601836,-0.07901734254608139,-0.006161949171066439,0.0134161317902311,-0.09889370492982852,0.0009391302285197689,0.013615796835838832
1682116569.262226,-0.06990776197204585,-0.0031690897789002914,0.010936325195978508,-0.09535392359781236,0.0033093572316172937,0.011130929386734045
1682116569.2642362,-0.05880923167953478,0.0007519982681273851,0.024751933811257704,-0.08854724268007252,0.0057250717816355046,0.01503505884048251
1682116569.2663934,-0.042138533704376036,0.005483938451766812,0.04101095134268248,-0.07655542906808832,0.009824029987812288,0.01479133914050368
1682116569.2688317,-0.02232245143661482,0.007243581663131493,0.048738666735167746,-0.058297355547427876,0.01295664102411298,0.016703599675863063
1682116569.2710643,-0.002087532003021142,0.005904738250732289,0.05552232395703638,-0.0390871100811957,0.010673304718494814,0.013101977353661337
1682116569.2731085,0.020310932028198447,0.005830227437972846,0.026080842366169324,-0.018987884035587155,0.007576408070087748,-0.01951167328420373
1682116569.2759087,0.03797839960327165,0.006593750167846524,0.03657261232415879,-0.0022939634232519435,0.0047372342762950215,-0.01141705915394517
1682116569.277368,0.050855399134063894,0.00895058258628828,0.05804290188337409,0.009597931107998114,0.0033458197293284586,0.007608684425919332
1682116569.2791288,0.06864384502639787,0.00891754515266402,0.05369849283653044,0.025520315942287652,0.004043125027180072,0.003359464024870671
1682116569.2809753,0.0805487248443606,0.008995419775009006,0.07130564849714481,0.03891636725378056,0.0026982299981120894,0.016662634395926273
1682116569.2830758,0.09397018633117682,0.007148278738021652,0.07990870403731906,0.051888621863842244,0.0024184744057658136,0.01874960435566214
1682116569.285077,0.10922591654052738,0.003361766353607021,0.06432765605765127,0.06842998772573494,0.0012313644585613126,0.009380980657904422
1682116569.2877371,0.12560104006042494,-0.0003983989753724715,0.06746172770092927,0.08203808642339727,-0.003864664155482922,0.005474278759329595
1682116569.2902052,0.14069776275863666,-0.003499788211822674,0.060095733591874256,0.09603619032812138,-0.0070714439692494135,-0.004293739706904616
1682116569.2917695,0.15218988104095477,-0.00652457783126853,0.05390134696234683,0.10464180022192027,-0.010939023143291204,-0.009622591913373196
1682116569.2927718,0.16550387291183488,-0.012394180788040332,0.003901538347887923,0.11870054903936411,-0.013368035394191402,-0.0487698993048379
1682116569.2933497,0.18169500389328008,-0.019776703971862986,0.02821275868008577,0.13704171057653436,-0.016960447341441753,-0.02401338806513044
1682116593.686246,0.10746159239044206,-0.0065403272666933465,-0.0066027587199703475,0.09877210336637521,-0.0040029119315143635,-0.029577359100499176
1682116593.7687788,0.07053992115249641,-0.00035932818794270904,-0.023478966922511224,0.07644625168752694,0.0008345871624949597,-0.022533068851635772
1682116593.855533,0.04964558496704119,0.005981471830367846,-0.006398496503283141,0.061053224906444714,-0.001482337075709994,-0.01342962548124882
1682116593.944731,0.03700899238815314,0.005130163351058703,0.008891901436994906,0.04916127048444763,-0.00114987681531864,-0.010070279010266983
1682116594.0221558,0.02537031614532481,0.002356412979125755,0.022322014995764125,0.03524055496168155,-0.00048592756414378435,-0.0025178683644840397
1682116594.1254256,0.00795347469558716,0.004236198583602746,0.02006890146727408,0.015830459365368088,0.0028898438153270867,0.0005464814358642489
1682116594.20716,-0.01060327378997794,0.00957271074867233,0.011734054968307858,-0.0032354029564855002,0.00577518960809742,0.006248132636516371
1682116594.284771,-0.02744173291931129,0.01403973261451702,-0.009258591432620672,-0.02026554831552485,0.009651634233951878,-0.0066644693172285205
1682116594.3798032,-0.048095136392211746,0.018543040300369074,-0.0380919759190575,-0.044482007399082035,0.016047622841358522,-0.02869384028601738
1682116594.4629319,-0.06525636293182357,0.020664159971236995,-0.03790876667146839,-0.06463945454645137,0.01901385008668932,-0.03266511954727861
1682116594.5499723,-0.08571156162033067,0.020035651517867847,-0.0319811806571976,-0.08611953152704221,0.019926727932453536,-0.03651336607697698
1682116594.6281018,-0.10557260661849965,0.0185855556163787,-0.015445576969434383,-0.11008597387361507,0.016599673574924756,-0.02944010077479573
1682116594.7295973,-0.12285280044326763,0.016243480611800976,-0.0010901776153341702,-0.12814408883142459,0.015419630163669873,-0.009928022331626138
1682116594.8167982,-0.14130697187194807,0.016349585538863953,-0.005938091297198883,-0.14867594026613218,0.01752329866266278,-0.015709434047968117
1682116594.904841,-0.15997589929351796,0.01880668615913378,-0.05780681533699192,-0.17238765119600286,0.01853828741884267,-0.051932745803029264
1682116594.9767134,-0.17774853326568585,0.019608471818923723,-0.04372386445408025,-0.19608289116907096,0.020159535473347034,-0.041675382597626175
1682116595.0717092,-0.19672735196838365,0.017387325330734116,-0.04012396050577319,-0.21550539206552488,0.018172463100910474,-0.04359076879385205
1682116595.166431,-0.21330452390441879,0.013288909708022822,-0.04288967204933322,-0.23218658875513054,0.013379359692097026,-0.04300491948339435
1682116595.2618027,-0.22478425349960318,0.010682178121566521,-0.05484064815645373,-0.24306867624807338,0.009703422277927753,-0.04941080717209074
1682116595.3421988,-0.23416547889480577,0.00932783327674852,-0.06827082992201008,-0.2513246333746909,0.009650826900959308,-0.05519957212868424
1682116595.4237545,-0.23975981351623532,0.009709126573562432,-0.08183338542585528,-0.2563358949093818,0.010254723948002198,-0.06463340505424234
1682116595.521698,-0.24387311719665528,0.008989633947372233,-0.08181675301675953,-0.2601328786759375,0.009888606375217712,-0.064059820873172
1682116595.6193972,-0.2465376039958953,0.008732012392043853,-0.07660494188909686,-0.26356447619485834,0.009498223656177807,-0.062213015092045985
1682116595.7190144,-0.24909735247383114,0.007664456029891686,-0.0525692657602326,-0.26558097960042937,0.009116832321644175,-0.04719751583102436
1682116595.8012748,-0.2503292135597228,0.007548343893050979,-0.034445172685433983,-0.2672824831871984,0.009133054655552142,-0.03765067518714161
1682116595.8846877,-0.2513127691246031,0.0082551204547881,-0.02546639213209309,-0.26815822423982605,0.009007500904560373,-0.03143450076642724
1682116595.9746122,-0.2519958788848875,0.008187382436752155,-0.024683322674085267,-0.26816735071229914,0.009232714622974703,-0.030907602352530678
1682116596.0508883,-0.2526823402667997,0.007450377889633042,-0.047074104663182875,-0.26852745274591416,0.009246481722355204,-0.04449528129163476
1682116596.133895,-0.2531464004302977,0.006858728204726938,-0.06409424568300404,-0.26904797686624504,0.009199691265583398,-0.05618407648268434
1682116596.2011373,-0.2530732782341003,0.007614047208785835,-0.07370175766592182,-0.2697341133503911,0.008981976431370109,-0.06195044673743936
1682116596.2829077,-0.2535770431114196,0.007407518259048229,-0.08656905241136706,-0.2693214357285497,0.008656946295261703,-0.07043659944596978
