timestamp,j1,j2,j3,j4,j5,j6,j7
1682116563.2117348,-0.24998148601557815,87.38001716623694,-2.0000237754631645,126.4999711359432,-14.99997778074544,51.73001019540199,-44.99999063801583
1682116569.2286887,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2308347,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2321346,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2328565,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2339444,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2346427,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.235922,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2375493,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2383988,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.239108,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2400317,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2412138,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2424574,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2452962,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2470782,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2482972,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.2510839,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
1682116569.251703,-0.24998148601557815,0.0005729577951308233,-2.0000237754631645,126.4999711359432,-0.00011459155902616463,51.73001019540199,-44.99999063801583
